plz;ort;bezirk;bundesland;gueltigab;gueltigbis;plztyp;internextern;adressierbar;postfach
4252;Liebenau;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4261;"Rainbach im Mühlkreis";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4262;Leopoldschlag;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4263;"Windhaag bei Freistadt";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4264;Grünbach;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4271;"St. Oswald bei Freistadt";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4272;Weitersfelden;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4273;Unterweißenbach;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4274;"Schönau im Mühlkreis";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4280;Königswiesen;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4281;Mönchdorf;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4281;Mönchdorf;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4282;Pierbach;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4282;Pierbach;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4283;"Bad Zell";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4284;Tragwein;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4284;Tragwein;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4291;Lasberg;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4292;Kefermarkt;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4293;Gutau;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4294;"St. Leonhard bei Freistadt";Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4300;"St. Valentin";Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4303;"St. Pantaleon";Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4310;Mauthausen;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4311;Schwertberg;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4311;Schwertberg;Freistadt;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4312;"Ried in der Riedmark";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4320;Perg;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4322;"Windhaag bei Perg";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4323;Münzbach;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4324;Rechberg;Perg;O;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4331;Naarn;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4332;"Au an der Donau";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4341;Arbing;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4342;Baumgartenberg;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4343;Mitterkirchen;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4351;Saxen;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4352;Klam;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4360;Grein;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4362;"Bad Kreuzen";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4363;Pabneukirchen;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4364;"St. Thomas";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4371;Dimbach;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4372;"St. Georgen am Walde";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4372;"St. Georgen am Walde";Zwettl;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4381;"St. Nikola an der Donau";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4382;Sarmingstein;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4391;"Waldhausen im Strudengau";Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4392;Dorfstetten;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4392;Dorfstetten;Perg;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4400;Steyr;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4400;Steyr;"Steyr(Stadt)";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4400;Steyr;"Stadt Steyr";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4407;"Steyr-Gleink";"Stadt Steyr";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4407;"Steyr-Gleink";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4407;"Steyr-Gleink";"Steyr(Stadt)";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4421;"Aschach an der Steyr";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4421;"Aschach an der Steyr";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4431;Haidershofen;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4432;Ernsthofen;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4441;Behamberg;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4442;Kleinraming;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4442;Kleinraming;Amstetten;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4443;"Maria Neustift";Amstetten;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4443;"Maria Neustift";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4451;Garsten;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4451;Garsten;"Steyr(Stadt)";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4452;Ternberg;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4453;Trattenbach;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4460;Losenstein;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4461;Laussa;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4462;Reichraming;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4463;Großraming;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4464;Kleinreifling;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4470;Enns;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4481;Asten;Perg;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4481;Asten;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4482;Ennsdorf;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4483;Hargelsberg;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4484;Kronstorf;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4484;Kronstorf;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4490;"St. Florian";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4491;Niederneukirchen;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4492;"Hofkirchen im Traunkreis";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4493;Wolfern;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4501;"Neuhofen an der Krems";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4502;"St. Marien";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4511;Allhaming;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4521;Schiedlberg;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4521;Schiedlberg;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4522;Sierning;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4523;Neuzeug;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4531;"Kematen an der Krems";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4531;"Kematen an der Krems";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4532;"Rohr im Kremstal";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4532;"Rohr im Kremstal";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4532;"Rohr im Kremstal";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4532;"Rohr im Kremstal";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4533;Piberbach;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4540;"Bad Hall";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4540;"Bad Hall";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4541;Adlwang;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4542;Nußbach;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4542;Nußbach;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4550;Kremsmünster;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4550;Kremsmünster;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4550;Kremsmünster;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4550;Kremsmünster;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4551;"Ried im Traunkreis";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4551;"Ried im Traunkreis";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4552;"Wartberg an der Krems";"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4552;"Wartberg an der Krems";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4552;"Wartberg an der Krems";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4553;Schlierbach;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4553;Schlierbach;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4554;Oberschlierbach;"Kirchdorf an der Krems";O;"2012-09-01";;"PLZ-Adressierung";extern;Ja;Nein
4554;Oberschlierbach;Kirchdorf;O;"2012-09-01";;"PLZ-Adressierung";extern;Ja;Nein
4560;"Kirchdorf an der Krems";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4560;"Kirchdorf an der Krems";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4562;"Steinbach am Ziehberg";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4563;Micheldorf;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4563;Micheldorf;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4564;"Klaus an der Pyhrnbahn";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4564;"Klaus an der Pyhrnbahn";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4565;"Inzersdorf im Kremstal";Kirchdorf;O;"2010-07-01";;"PLZ-Adressierung";extern;Ja;Ja
4565;"Inzersdorf im Kremstal";"Kirchdorf an der Krems";O;"2010-07-01";;"PLZ-Adressierung";extern;Ja;Ja
4571;Steyrling;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4571;Steyrling;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4572;"St. Pankraz";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4572;"St. Pankraz";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4573;Hinterstoder;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4573;Hinterstoder;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4574;Vorderstoder;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4575;Roßleithen;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4580;Windischgarsten;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4580;Windischgarsten;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4581;"Rosenau am Hengstpaß";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4581;"Rosenau am Hengstpaß";Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4582;"Spital am Pyhrn";"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4591;Molln;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4592;Leonstein;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4593;Obergrünburg;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4594;Grünburg;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4594;Grünburg;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4594;Grünburg;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4595;Waldneukirchen;"Steyr-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4596;"Steinbach an der Steyr";"Steyr-Land";O;"2012-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4596;"Steinbach an der Steyr";Kirchdorf;O;"2012-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4596;"Steinbach an der Steyr";"Kirchdorf an der Krems";O;"2012-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4600;Wels;"Stadt Wels";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4600;Wels;"Wels(Stadt)";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4600;Wels;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4611;Buchkirchen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4611;Buchkirchen;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4612;Scharten;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4612;Scharten;Eferding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4613;"Mistelbach bei Wels";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4614;Marchtrenk;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4615;Holzhausen;"Wels-Land";O;"2001-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4616;Weißkirchen;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4616;Weißkirchen;"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4621;Sipbachzell;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4621;Sipbachzell;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4622;"Eggendorf im Traunkreis";"Linz-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4623;Gunskirchen;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4624;Pennewang;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4625;Offenhausen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4625;Offenhausen;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4631;Krenglbach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4631;Krenglbach;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4632;"Pichl bei Wels";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4632;"Pichl bei Wels";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4633;"Kematen am Innbach";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4633;"Kematen am Innbach";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4641;Steinhaus;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4642;Sattledt;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4643;Pettenbach;Kirchdorf;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4643;Pettenbach;"Kirchdorf an der Krems";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4643;Pettenbach;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4644;Scharnstein;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4645;"Grünau im Almtal";Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4650;Lambach;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4651;"Stadl-Paura";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4652;"Steinerkirchen an der Traun";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4653;Eberstalzell;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4654;"Bad Wimsbach-Neydharting";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4655;Vorchdorf;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4655;Vorchdorf;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4656;Kirchham;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4661;"Roitham am Traunfall";Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4662;Steyrermühl;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4663;Laakirchen;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4664;Oberweis;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4671;"Neukirchen bei Lambach";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4672;Bachmanning;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4672;Bachmanning;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4673;Gaspoltshofen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4674;"Altenhof am Hausruck";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4675;Weibern;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4676;Aistersheim;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4680;"Haag am Hausruck";"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4680;"Haag am Hausruck";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4681;Rottenbach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4682;Geboltskirchen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4690;Schwanenstadt;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4690;Schwanenstadt;Vöcklabruck;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4691;Breitenschützing;Vöcklabruck;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4692;Niederthalheim;Vöcklabruck;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4692;Niederthalheim;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4693;Desselbrunn;Vöcklabruck;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4694;Ohlsdorf;Gmunden;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4701;"Bad Schallerbach";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4701;"Bad Schallerbach";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4702;"Wallern an der Trattnach";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4702;"Wallern an der Trattnach";"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4707;Schlüßlberg;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4710;Grieskirchen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4712;Michaelnbach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4713;Gallspach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4714;Meggenhofen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4714;Meggenhofen;"Wels-Land";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4715;"Taufkirchen an der Trattnach";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4716;"Hofkirchen an der Trattnach";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4720;"Neumarkt im Hausruckkreis";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4721;Altschwendt;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4722;Peuerbach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4723;Natternbach;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4723;Natternbach;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4724;"Neukirchen am Walde";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4724;"Neukirchen am Walde";Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4725;"St. Aegidi";Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4730;Waizenkirchen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4730;Waizenkirchen;Eferding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4731;Prambachkirchen;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4731;Prambachkirchen;Eferding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4732;"St. Thomas";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4732;"St. Thomas";Eferding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4733;Heiligenberg;Grieskirchen;O;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4741;Wendling;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4742;Pram;Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4743;Peterskirchen;"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4751;Dorf;"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4751;Dorf;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4752;Riedau;"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4752;Riedau;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4753;"Taiskirchen im Innkreis";"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4753;"Taiskirchen im Innkreis";Ried;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4754;Andrichsfurt;Ried;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4754;Andrichsfurt;"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4755;"Zell an der Pram";Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4760;Raab;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4761;Enzenkirchen;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4762;"St. Willibald";Grieskirchen;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4762;"St. Willibald";Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4770;Andorf;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4771;Sigharting;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4772;Lambrechten;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4772;Lambrechten;"Ried im Innkreis";O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
4773;Eggerding;Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
4774;"St. Marienkirchen bei Schärding";Schärding;O;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
